olay_id,medya_tipi,kaynak,baslik,icerik,referans,similarity,modification_score,provocative_score,misleading_label
49,yandas,Sabah,Yeni konut kredisi desteği açıklandı,Konut alımını kolaylaştırmak amacıyla yeni kredi desteği açıklandı. Yetkililer vatandaşların ev sahibi olmasının hedeflendiğini belirtti. Programın piyasaya katkı sağlayacağı ifade edildi. Uygulamanın yakında başlayacağı duyuruldu.,Yeni konut kredisi desteği duyuruldu. Yetkililer programın detaylarını paylaştı. Başvuru süreci başlayacak. Etkileri izlenecek.,0.19475815918924927,0.8052418408107507,0.038461538461538464,0
49,karsit,Sozcu,Konut kredisi desteği yetersiz bulundu,Açıklanan kredi desteğinin yeterli olmadığı ifade ediliyor. Vatandaşlar yüksek faiz oranlarından şikayetçi. Uzmanlar programın sınırlı etkisi olacağını belirtiyor. Eleştiriler sürüyor.,Yeni konut kredisi desteği duyuruldu. Yetkililer programın detaylarını paylaştı. Başvuru süreci başlayacak. Etkileri izlenecek.,0.03118930822565627,0.9688106917743438,0.047619047619047616,1
49,notr,Hurriyet,Konut kredisi desteği açıklandı,Yeni konut kredisi desteği duyuruldu. Yetkililer programın detaylarını paylaştı. Başvuru süreci başlayacak. Etkileri izlenecek.,Yeni konut kredisi desteği duyuruldu. Yetkililer programın detaylarını paylaştı. Başvuru süreci başlayacak. Etkileri izlenecek.,1.0000000000000007,-6.661338147750939e-16,0.06666666666666667,1
50,yandas,Sabah,Yeni dijital platform kullanıma açıldı,Yeni dijital platform vatandaşların kullanımına sunuldu. Yetkililer hizmetlere erişimin kolaylaşacağını belirtti. Platformun geniş kapsamlı olduğu ifade edildi. Kullanımın yaygınlaşması bekleniyor.,Yeni dijital platform kullanıma açıldı. Yetkililer sistem hakkında bilgi verdi. Vatandaşlar hizmetlerden yararlanmaya başladı. Süreç takip ediliyor.,0.12304829965489734,0.8769517003451026,0.07142857142857142,1
50,karsit,Sozcu,Dijital platform sorunlarla başladı,Yeni dijital platformun teknik sorunlarla başladığı iddia edildi. Kullanıcılar erişim problemleri yaşadığını belirtiyor. Uzmanlar altyapı eksikliğine dikkat çekiyor. Sorunların çözülmesi bekleniyor.,Yeni dijital platform kullanıma açıldı. Yetkililer sistem hakkında bilgi verdi. Vatandaşlar hizmetlerden yararlanmaya başladı. Süreç takip ediliyor.,0.05656006625767854,0.9434399337423215,0.09090909090909091,2
50,notr,Hurriyet,Dijital platform hizmete girdi,Yeni dijital platform kullanıma açıldı. Yetkililer sistem hakkında bilgi verdi. Vatandaşlar hizmetlerden yararlanmaya başladı. Süreç takip ediliyor.,Yeni dijital platform kullanıma açıldı. Yetkililer sistem hakkında bilgi verdi. Vatandaşlar hizmetlerden yararlanmaya başladı. Süreç takip ediliyor.,1.0,0.0,0.05555555555555555,1
51,yandas,Sabah,Yeni liman projesi ticareti canlandıracak,Yeni liman projesinin tamamlanmasıyla birlikte bölgesel ticaretin artması bekleniyor. Yetkililer limanın lojistik kapasiteyi güçlendireceğini belirtti. İhracat faaliyetlerinin hızlanacağı ifade edildi. Projenin ekonomik katkı sağlayacağı vurgulandı.,Yeni liman projesi tamamlanarak hizmete açıldı. Yetkililer proje hakkında teknik bilgiler paylaştı. Limanın ticari faaliyetlere katkı sağlaması bekleniyor. Süreç izleniyor.,0.1567573215473,0.8432426784527001,0.07692307692307693,1
51,karsit,Sozcu,Liman projesine yerel halktan tepki,Yeni liman projesi çevresel ve sosyal etkileri nedeniyle eleştiriliyor. Bölge halkı yaşam alanlarının olumsuz etkileneceğini savunuyor. Uzmanlar proje planlamasının yetersiz olduğunu belirtiyor. Tartışmalar sürüyor.,Yeni liman projesi tamamlanarak hizmete açıldı. Yetkililer proje hakkında teknik bilgiler paylaştı. Limanın ticari faaliyetlere katkı sağlaması bekleniyor. Süreç izleniyor.,0.10163066979112657,0.8983693302088734,0.14,3
51,notr,Hurriyet,Liman projesi tamamlandı,Yeni liman projesi tamamlanarak hizmete açıldı. Yetkililer proje hakkında teknik bilgiler paylaştı. Limanın ticari faaliyetlere katkı sağlaması bekleniyor. Süreç izleniyor.,Yeni liman projesi tamamlanarak hizmete açıldı. Yetkililer proje hakkında teknik bilgiler paylaştı. Limanın ticari faaliyetlere katkı sağlaması bekleniyor. Süreç izleniyor.,1.0000000000000002,-2.220446049250313e-16,0.07142857142857142,1
52,yandas,Sabah,Yeni sosyal yardım programı devreye alındı,Dar gelirli vatandaşlara yönelik yeni sosyal yardım programı başlatıldı. Yetkililer programın ihtiyaç sahiplerine destek olacağını belirtti. Yardımların düzenli şekilde yapılacağı ifade edildi. Programın kapsamının genişletileceği açıklandı.,Yeni sosyal yardım programı kamuoyuna duyuruldu. Yetkililer programın detayları hakkında bilgi verdi. Başvurular alınmaya başlandı. Sürecin etkileri değerlendirilecek.,0.18828599966061876,0.8117140003393812,0.05555555555555555,1
52,karsit,Sozcu,Sosyal yardımlar yetersiz kaldı,Yeni sosyal yardım programının beklentileri karşılamadığı ifade ediliyor. Vatandaşlar destek miktarının yetersiz olduğunu belirtiyor. Uzmanlar programın daha kapsamlı olması gerektiğini vurguluyor. Eleştiriler sürüyor.,Yeni sosyal yardım programı kamuoyuna duyuruldu. Yetkililer programın detayları hakkında bilgi verdi. Başvurular alınmaya başlandı. Sürecin etkileri değerlendirilecek.,0.11031978563063617,0.8896802143693638,0.08333333333333333,2
52,notr,Hurriyet,Sosyal yardım programı başlatıldı,Yeni sosyal yardım programı kamuoyuna duyuruldu. Yetkililer programın detayları hakkında bilgi verdi. Başvurular alınmaya başlandı. Sürecin etkileri değerlendirilecek.,Yeni sosyal yardım programı kamuoyuna duyuruldu. Yetkililer programın detayları hakkında bilgi verdi. Başvurular alınmaya başlandı. Sürecin etkileri değerlendirilecek.,1.0000000000000002,-2.220446049250313e-16,0.05263157894736842,1
53,yandas,Sabah,Yeni spor kompleksi açıldı,Modern donanıma sahip spor kompleksi hizmete açıldı. Yetkililer tesisin gençlerin spor faaliyetlerine katılımını artıracağını belirtti. Kompleksin farklı branşlara hizmet vereceği ifade edildi. Projenin yaygınlaştırılması planlanıyor.,Yeni spor kompleksi kullanıma açıldı. Yetkililer tesis hakkında bilgi verdi. Farklı spor dalları için alanlar oluşturuldu. Kullanım süreci başladı.,0.20429289491741254,0.7957071050825875,0.038461538461538464,0
53,karsit,Sozcu,Spor kompleksi atıl kalabilir,Yeni açılan spor kompleksinin yeterince kullanılmayacağı yönünde eleştiriler yapılıyor. Vatandaşlar tesisin uzak konumda olduğunu belirtiyor. Uzmanlar planlama eksikliklerine dikkat çekiyor. Tartışmalar devam ediyor.,Yeni spor kompleksi kullanıma açıldı. Yetkililer tesis hakkında bilgi verdi. Farklı spor dalları için alanlar oluşturuldu. Kullanım süreci başladı.,0.07519596694342337,0.9248040330565767,0.10416666666666667,2
53,notr,Hurriyet,Spor kompleksi hizmete girdi,Yeni spor kompleksi kullanıma açıldı. Yetkililer tesis hakkında bilgi verdi. Farklı spor dalları için alanlar oluşturuldu. Kullanım süreci başladı.,Yeni spor kompleksi kullanıma açıldı. Yetkililer tesis hakkında bilgi verdi. Farklı spor dalları için alanlar oluşturuldu. Kullanım süreci başladı.,0.9999999999999992,7.771561172376096e-16,0.025,0
54,yandas,Sabah,Yeni çevre projesi başarı sağladı,Çevre koruma amacıyla başlatılan proje olumlu sonuçlar verdi. Yetkililer doğal alanların korunmasına katkı sağlandığını belirtti. Proje kapsamında çeşitli çalışmalar yürütüldü. Uygulamaların devam edeceği açıklandı.,Çevre alanında başlatılan proje kapsamında çalışmalar devam ediyor. Yetkililer uygulamalar hakkında bilgi verdi. Farklı bölgelerde faaliyetler yürütülüyor. Süreç izleniyor.,0.25895933386866293,0.7410406661313371,0.0,0
54,karsit,Sozcu,Çevre projesi eleştirildi,Başlatılan çevre projesi bazı kesimler tarafından yetersiz bulundu. Uzmanlar uygulamaların sınırlı kaldığını ifade ediyor. Daha kapsamlı çözümler gerektiği belirtiliyor. Tartışmalar sürüyor.,Çevre alanında başlatılan proje kapsamında çalışmalar devam ediyor. Yetkililer uygulamalar hakkında bilgi verdi. Farklı bölgelerde faaliyetler yürütülüyor. Süreç izleniyor.,0.0821304089257596,0.9178695910742404,0.045454545454545456,1
54,notr,Hurriyet,Çevre projesi yürütülüyor,Çevre alanında başlatılan proje kapsamında çalışmalar devam ediyor. Yetkililer uygulamalar hakkında bilgi verdi. Farklı bölgelerde faaliyetler yürütülüyor. Süreç izleniyor.,Çevre alanında başlatılan proje kapsamında çalışmalar devam ediyor. Yetkililer uygulamalar hakkında bilgi verdi. Farklı bölgelerde faaliyetler yürütülüyor. Süreç izleniyor.,1.0000000000000009,-8.881784197001252e-16,0.025,0
55,yandas,Sabah,Yeni eğitim bursları açıklandı,Öğrencilere yönelik yeni burs programı duyuruldu. Yetkililer programın eğitimde fırsat eşitliğini artıracağını belirtti. Başvuru sürecinin başladığı ifade edildi. Programın genişletileceği açıklandı.,Yeni burs programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Başvurular alınmaya başlandı. Sürecin sonuçları değerlendirilecek.,0.1518637136137642,0.8481362863862358,0.06818181818181818,1
55,karsit,Sozcu,Burs programı yetersiz bulundu,Açıklanan burs programının kapsamı eleştiriliyor. Öğrenciler desteklerin yetersiz olduğunu belirtiyor. Uzmanlar daha geniş kapsamlı programlar gerektiğini ifade ediyor. Eleştiriler sürüyor.,Yeni burs programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Başvurular alınmaya başlandı. Sürecin sonuçları değerlendirilecek.,0.029108493621757364,0.9708915063782426,0.14285714285714285,3
55,notr,Hurriyet,Eğitim burs programı duyuruldu,Yeni burs programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Başvurular alınmaya başlandı. Sürecin sonuçları değerlendirilecek.,Yeni burs programı kamuoyuna açıklandı. Yetkililer program hakkında bilgi verdi. Başvurular alınmaya başlandı. Sürecin sonuçları değerlendirilecek.,1.0,0.0,0.058823529411764705,1
56,yandas,Sabah,Yeni tarım teknolojileri uygulanıyor,Tarım sektöründe yeni teknolojilerin kullanılmaya başlandığı açıklandı. Yetkililer verimliliğin arttığını belirtti. Modern yöntemlerin üretime katkı sağladığı ifade edildi. Uygulamaların yaygınlaştırılması planlanıyor.,Tarım alanında yeni teknolojiler kullanılmaya başlandı. Yetkililer uygulamalar hakkında bilgi verdi. Verimlilik üzerindeki etkiler değerlendiriliyor. Süreç izleniyor.,0.11977078761004573,0.8802292123899542,0.022727272727272728,0
56,karsit,Sozcu,Tarımda teknoloji kullanımı sınırlı,Tarım sektöründe teknoloji kullanımının yetersiz olduğu ifade ediliyor. Çiftçiler yeni sistemlere erişimde zorluk yaşıyor. Uzmanlar desteklerin artırılması gerektiğini belirtiyor. Sorunlar sürüyor.,Tarım alanında yeni teknolojiler kullanılmaya başlandı. Yetkililer uygulamalar hakkında bilgi verdi. Verimlilik üzerindeki etkiler değerlendiriliyor. Süreç izleniyor.,0.05656006625767854,0.9434399337423215,0.022727272727272728,0
56,notr,Hurriyet,Tarımda teknoloji uygulamaları,Tarım alanında yeni teknolojiler kullanılmaya başlandı. Yetkililer uygulamalar hakkında bilgi verdi. Verimlilik üzerindeki etkiler değerlendiriliyor. Süreç izleniyor.,Tarım alanında yeni teknolojiler kullanılmaya başlandı. Yetkililer uygulamalar hakkında bilgi verdi. Verimlilik üzerindeki etkiler değerlendiriliyor. Süreç izleniyor.,1.0,0.0,0.08333333333333333,1
57,yandas,Sabah,Yeni ulaşım kartı sistemi devreye girdi,Toplu taşımada kullanılacak yeni kart sistemi hizmete alındı. Yetkililer sistemin kullanım kolaylığı sağlayacağını belirtti. Teknolojik altyapının güçlendirildiği ifade edildi. Vatandaşlar sistemi kullanmaya başladı.,Yeni ulaşım kartı sistemi devreye alındı. Yetkililer sistem hakkında bilgi verdi. Vatandaşlar kullanmaya başladı. Süreç takip ediliyor.,0.24569096749377037,0.7543090325062296,0.041666666666666664,1
57,karsit,Sozcu,Ulaşım kartı sisteminde sorunlar,Yeni ulaşım kartı sisteminde teknik sorunlar yaşandığı iddia edildi. Kullanıcılar erişim problemleri yaşadıklarını belirtiyor. Uzmanlar altyapı eksikliğine dikkat çekiyor. Sorunların çözülmesi bekleniyor.,Yeni ulaşım kartı sistemi devreye alındı. Yetkililer sistem hakkında bilgi verdi. Vatandaşlar kullanmaya başladı. Süreç takip ediliyor.,0.0851094421849754,0.9148905578150246,0.08695652173913043,2
57,notr,Hurriyet,Yeni ulaşım kartı sistemi başladı,Yeni ulaşım kartı sistemi devreye alındı. Yetkililer sistem hakkında bilgi verdi. Vatandaşlar kullanmaya başladı. Süreç takip ediliyor.,Yeni ulaşım kartı sistemi devreye alındı. Yetkililer sistem hakkında bilgi verdi. Vatandaşlar kullanmaya başladı. Süreç takip ediliyor.,1.0,0.0,0.027777777777777776,0
58,yandas,Sabah,Yeni istihdam programı başlatıldı,İşsizliği azaltmak amacıyla yeni istihdam programı başlatıldı. Yetkililer programın iş imkanlarını artıracağını belirtti. Özellikle gençlere yönelik fırsatlar sunulduğu ifade edildi. Programın devam edeceği açıklandı.,Yeni istihdam programı kamuoyuna duyuruldu. Yetkililer programın hedeflerini açıkladı. Başvurular alınmaya başlandı. Süreç izleniyor.,0.1904888963907487,0.8095111036092513,0.04,0
58,karsit,Sozcu,İstihdam programı etkisiz kaldı,Başlatılan istihdam programının beklenen etkiyi yaratmadığı ifade ediliyor. İşsizliğin devam ettiği belirtiliyor. Uzmanlar programın yetersiz olduğunu söylüyor. Yeni çözümler gerektiği vurgulanıyor.,Yeni istihdam programı kamuoyuna duyuruldu. Yetkililer programın hedeflerini açıkladı. Başvurular alınmaya başlandı. Süreç izleniyor.,0.09715723550420353,0.9028427644957965,0.06818181818181818,1
58,notr,Hurriyet,İstihdam programı duyuruldu,Yeni istihdam programı kamuoyuna duyuruldu. Yetkililer programın hedeflerini açıkladı. Başvurular alınmaya başlandı. Süreç izleniyor.,Yeni istihdam programı kamuoyuna duyuruldu. Yetkililer programın hedeflerini açıkladı. Başvurular alınmaya başlandı. Süreç izleniyor.,1.0000000000000007,-6.661338147750939e-16,0.06666666666666667,1
59,yandas,Sabah,Yeni enerji hattı tamamlandı,Enerji iletim hattının tamamlandığı açıklandı. Yetkililer hattın enerji arzını güçlendireceğini belirtti. Projenin kesintileri azaltacağı ifade edildi. Enerji altyapısının güçlendirildiği vurgulandı.,Yeni enerji hattı tamamlanarak devreye alındı. Yetkililer proje hakkında bilgi verdi. Enerji iletim kapasitesinin artması bekleniyor. Süreç takip ediliyor.,0.21026106713174464,0.7897389328682554,0.14285714285714285,3
59,karsit,Sozcu,Enerji hattı maliyet eleştirisi aldı,Yeni enerji hattı projesinin maliyeti eleştiriliyor. Uzmanlar yatırımın ekonomik yük oluşturduğunu belirtiyor. Alternatif çözümler öneriliyor. Tartışmalar sürüyor.,Yeni enerji hattı tamamlanarak devreye alındı. Yetkililer proje hakkında bilgi verdi. Enerji iletim kapasitesinin artması bekleniyor. Süreç takip ediliyor.,0.12103305704984244,0.8789669429501575,0.16666666666666666,3
59,notr,Hurriyet,Enerji hattı tamamlandı,Yeni enerji hattı tamamlanarak devreye alındı. Yetkililer proje hakkında bilgi verdi. Enerji iletim kapasitesinin artması bekleniyor. Süreç takip ediliyor.,Yeni enerji hattı tamamlanarak devreye alındı. Yetkililer proje hakkında bilgi verdi. Enerji iletim kapasitesinin artması bekleniyor. Süreç takip ediliyor.,0.9999999999999992,7.771561172376096e-16,0.1,1
60,yandas,Sabah,Yeni dijital eğitim platformu yayında,Eğitim alanında kullanılacak yeni dijital platform hizmete açıldı. Yetkililer platformun öğrenmeyi kolaylaştıracağını belirtti. Öğrencilerin erişiminin artırıldığı ifade edildi. Platformun yaygınlaştırılması planlanıyor.,Yeni dijital eğitim platformu kullanıma sunuldu. Yetkililer sistem hakkında bilgi verdi. Öğrenciler platformu kullanmaya başladı. Süreç izleniyor.,0.10703081905119997,0.8929691809488001,0.06818181818181818,1
60,karsit,Sozcu,Dijital eğitim platformu eleştirildi,Yeni dijital platformun yetersiz olduğu iddia edildi. Kullanıcılar teknik sorunlardan şikayetçi. Uzmanlar altyapı eksikliklerine dikkat çekiyor. Platformun geliştirilmesi gerektiği ifade ediliyor.,Yeni dijital eğitim platformu kullanıma sunuldu. Yetkililer sistem hakkında bilgi verdi. Öğrenciler platformu kullanmaya başladı. Süreç izleniyor.,0.05084736382947272,0.9491526361705273,0.06818181818181818,1
60,notr,Hurriyet,Dijital eğitim platformu açıldı,Yeni dijital eğitim platformu kullanıma sunuldu. Yetkililer sistem hakkında bilgi verdi. Öğrenciler platformu kullanmaya başladı. Süreç izleniyor.,Yeni dijital eğitim platformu kullanıma sunuldu. Yetkililer sistem hakkında bilgi verdi. Öğrenciler platformu kullanmaya başladı. Süreç izleniyor.,1.0000000000000009,-8.881784197001252e-16,0.08333333333333333,1
61,yandas,Sabah,Yeni şehir hastanesi kapasiteyi artırdı,Şehirde hizmete giren yeni hastane ile sağlık kapasitesinin önemli ölçüde arttığı açıklandı. Yetkililer hastanenin modern donanımlara sahip olduğunu belirtti. Hasta yoğunluğunun azalması hedefleniyor. Projenin sağlık hizmetlerine katkı sağlayacağı vurgulandı.,Yeni şehir hastanesi düzenlenen törenle açıldı. Yetkililer kapasite ve hizmetler hakkında bilgi verdi. Hastane hasta kabulüne başladı. Süreç izleniyor.,0.09109418784870602,0.908905812151294,0.08333333333333333,2
61,karsit,Sozcu,Şehir hastanesinde eksikler gündemde,Yeni açılan şehir hastanesinde çeşitli eksiklikler olduğu iddia ediliyor. Vatandaşlar hizmet kalitesi konusunda şikayetlerini dile getiriyor. Uzmanlar altyapı sorunlarına dikkat çekiyor. Tartışmalar devam ediyor.,Yeni şehir hastanesi düzenlenen törenle açıldı. Yetkililer kapasite ve hizmetler hakkında bilgi verdi. Hastane hasta kabulüne başladı. Süreç izleniyor.,0.0497303161871835,0.9502696838128165,0.1,2
61,notr,Hurriyet,Şehir hastanesi hizmete açıldı,Yeni şehir hastanesi düzenlenen törenle açıldı. Yetkililer kapasite ve hizmetler hakkında bilgi verdi. Hastane hasta kabulüne başladı. Süreç izleniyor.,Yeni şehir hastanesi düzenlenen törenle açıldı. Yetkililer kapasite ve hizmetler hakkında bilgi verdi. Hastane hasta kabulüne başladı. Süreç izleniyor.,1.0000000000000009,-8.881784197001252e-16,0.15,1
62,yandas,Sabah,Yeni demiryolu projesi başlatıldı,Yeni demiryolu projesinin ulaşım altyapısını güçlendireceği açıklandı. Yetkililer projenin ticarete katkı sağlayacağını belirtti. Çalışmaların planlandığı şekilde ilerlediği ifade edildi. Projenin ekonomik fayda sağlaması bekleniyor.,Yeni demiryolu projesi için çalışmalar başlatıldı. Yetkililer proje hakkında bilgi verdi. İnşaat sürecinin belirli aşamalarda ilerleyeceği belirtildi. Süreç takip ediliyor.,0.07127323859565482,0.9287267614043452,0.1,2
62,karsit,Sozcu,Demiryolu projesine bütçe eleştirisi,Yeni demiryolu projesinin maliyeti eleştiri konusu oldu. Uzmanlar bütçe planlamasında sorunlar olduğunu belirtiyor. Kaynakların farklı alanlara ayrılması gerektiği savunuluyor. Tartışmalar sürüyor.,Yeni demiryolu projesi için çalışmalar başlatıldı. Yetkililer proje hakkında bilgi verdi. İnşaat sürecinin belirli aşamalarda ilerleyeceği belirtildi. Süreç takip ediliyor.,0.05190627240433229,0.9480937275956677,0.11363636363636363,2
62,notr,Hurriyet,Demiryolu projesi başladı,Yeni demiryolu projesi için çalışmalar başlatıldı. Yetkililer proje hakkında bilgi verdi. İnşaat sürecinin belirli aşamalarda ilerleyeceği belirtildi. Süreç takip ediliyor.,Yeni demiryolu projesi için çalışmalar başlatıldı. Yetkililer proje hakkında bilgi verdi. İnşaat sürecinin belirli aşamalarda ilerleyeceği belirtildi. Süreç takip ediliyor.,1.0000000000000002,-2.220446049250313e-16,0.023809523809523808,0
63,yandas,Sabah,Yeni çevre düzenlemesi olumlu karşılandı,Çevre koruma kapsamında yapılan yeni düzenlemelerin olumlu sonuçlar verdiği açıklandı. Yetkililer doğal alanların korunmasının hedeflendiğini belirtti. Uygulamaların genişletileceği ifade edildi. Çalışmaların devam edeceği vurgulandı.,Yeni çevre düzenlemesi yürürlüğe girdi. Yetkililer düzenlemenin kapsamı hakkında bilgi verdi. Uygulamalar farklı bölgelerde başladı. Süreç izleniyor.,0.08124208065886737,0.9187579193411326,0.08,1
63,karsit,Sozcu,Çevre düzenlemesi yetersiz bulundu,Yeni çevre düzenlemesinin yeterli olmadığı yönünde eleştiriler yapılıyor. Uzmanlar uygulamaların sınırlı kaldığını belirtiyor. Daha kapsamlı önlemler gerektiği ifade ediliyor. Tartışmalar devam ediyor.,Yeni çevre düzenlemesi yürürlüğe girdi. Yetkililer düzenlemenin kapsamı hakkında bilgi verdi. Uygulamalar farklı bölgelerde başladı. Süreç izleniyor.,0.05519779288412598,0.944802207115874,0.13043478260869565,3
63,notr,Hurriyet,Çevre düzenlemesi yürürlüğe girdi,Yeni çevre düzenlemesi yürürlüğe girdi. Yetkililer düzenlemenin kapsamı hakkında bilgi verdi. Uygulamalar farklı bölgelerde başladı. Süreç izleniyor.,Yeni çevre düzenlemesi yürürlüğe girdi. Yetkililer düzenlemenin kapsamı hakkında bilgi verdi. Uygulamalar farklı bölgelerde başladı. Süreç izleniyor.,1.0,0.0,0.1388888888888889,1
64,yandas,Sabah,Yeni ticaret anlaşması ekonomiye katkı sağlayacak,İmzalanan yeni ticaret anlaşmasının ihracatı artıracağı açıklandı. Yetkililer anlaşmanın ekonomik ilişkileri güçlendireceğini belirtti. Yeni pazarların açılacağı ifade edildi. Anlaşmanın uzun vadeli katkı sağlayacağı vurgulandı.,Yeni ticaret anlaşması taraflar arasında imzalandı. Yetkililer anlaşmanın detaylarını paylaştı. Ekonomik etkiler değerlendiriliyor. Süreç takip ediliyor.,0.20278522709764735,0.7972147729023527,0.06,1
64,karsit,Sozcu,Ticaret anlaşmasına eleştiri,Yeni ticaret anlaşmasının bazı sektörleri olumsuz etkileyebileceği iddia ediliyor. Uzmanlar anlaşmanın dengeli olmadığını savunuyor. Yerli üreticilerin zarar görebileceği ifade ediliyor. Tartışmalar sürüyor.,Yeni ticaret anlaşması taraflar arasında imzalandı. Yetkililer anlaşmanın detaylarını paylaştı. Ekonomik etkiler değerlendiriliyor. Süreç takip ediliyor.,0.14912120059145423,0.8508787994085458,0.13043478260869565,3
64,notr,Hurriyet,Ticaret anlaşması imzalandı,Yeni ticaret anlaşması taraflar arasında imzalandı. Yetkililer anlaşmanın detaylarını paylaştı. Ekonomik etkiler değerlendiriliyor. Süreç takip ediliyor.,Yeni ticaret anlaşması taraflar arasında imzalandı. Yetkililer anlaşmanın detaylarını paylaştı. Ekonomik etkiler değerlendiriliyor. Süreç takip ediliyor.,1.0,0.0,0.058823529411764705,1
65,yandas,Sabah,Yeni ulaşım köprüsü hizmete girdi,Şehirde ulaşımı rahatlatacak yeni köprü hizmete açıldı. Yetkililer köprünün trafik yoğunluğunu azaltacağını belirtti. Projenin altyapıya katkı sağlayacağı ifade edildi. Vatandaşlar köprüyü kullanmaya başladı.,Yeni köprü hizmete açıldı. Yetkililer proje hakkında bilgi verdi. Trafiğin rahatlaması bekleniyor. Kullanım süreci başladı.,0.1955790087589677,0.8044209912410323,0.041666666666666664,1
65,karsit,Sozcu,Köprü projesine maliyet eleştirisi,Yeni köprü projesinin maliyeti tartışma yarattı. Uzmanlar yatırımın bütçeye yük getirdiğini belirtiyor. Alternatif çözümler öneriliyor. Tartışmalar devam ediyor.,Yeni köprü hizmete açıldı. Yetkililer proje hakkında bilgi verdi. Trafiğin rahatlaması bekleniyor. Kullanım süreci başladı.,0.06557651275135717,0.9344234872486428,0.13157894736842105,3
65,notr,Hurriyet,Yeni köprü açıldı,Yeni köprü hizmete açıldı. Yetkililer proje hakkında bilgi verdi. Trafiğin rahatlaması bekleniyor. Kullanım süreci başladı.,Yeni köprü hizmete açıldı. Yetkililer proje hakkında bilgi verdi. Trafiğin rahatlaması bekleniyor. Kullanım süreci başladı.,0.9999999999999999,1.1102230246251565e-16,0.0625,1
66,yandas,Sabah,Yeni kültür festivali turizmi canlandırdı,Düzenlenen kültür festivalinin turizm hareketliliğini artırdığı açıklandı. Yetkililer etkinliğin yoğun ilgi gördüğünü belirtti. Festival kapsamında çeşitli aktiviteler gerçekleştirildi. Etkinliğin devam edeceği vurgulandı.,Kültür festivali çeşitli etkinliklerle gerçekleştirildi. Yetkililer program hakkında bilgi verdi. Katılım sağlandı. Değerlendirme yapılacak.,0.12442854619985261,0.8755714538001473,0.06521739130434782,1
66,karsit,Sozcu,Festival organizasyonu eleştirildi,Kültür festivalinin organizasyonu eleştirilerin hedefi oldu. Katılımcılar planlama sorunlarına dikkat çekti. Uzmanlar etkinliğin yetersiz olduğunu belirtiyor. Tartışmalar sürüyor.,Kültür festivali çeşitli etkinliklerle gerçekleştirildi. Yetkililer program hakkında bilgi verdi. Katılım sağlandı. Değerlendirme yapılacak.,0.03292274815663736,0.9670772518433627,0.10526315789473684,2
66,notr,Hurriyet,Kültür festivali düzenlendi,Kültür festivali çeşitli etkinliklerle gerçekleştirildi. Yetkililer program hakkında bilgi verdi. Katılım sağlandı. Değerlendirme yapılacak.,Kültür festivali çeşitli etkinliklerle gerçekleştirildi. Yetkililer program hakkında bilgi verdi. Katılım sağlandı. Değerlendirme yapılacak.,1.0000000000000007,-6.661338147750939e-16,0.03333333333333333,0
67,yandas,Sabah,Yeni teknoloji yatırımı büyümeyi destekliyor,Teknoloji alanında yapılan yeni yatırımın sektöre katkı sağladığı açıklandı. Yetkililer üretim kapasitesinin arttığını belirtti. Yenilikçi projelerin desteklendiği ifade edildi. Büyümenin devam edeceği vurgulandı.,Yeni teknoloji yatırımı kamuoyuna duyuruldu. Yetkililer proje hakkında bilgi verdi. Sektöre katkı sağlaması bekleniyor. Süreç izleniyor.,0.1518637136137642,0.8481362863862358,0.08333333333333333,2
67,karsit,Sozcu,Teknoloji yatırımı yetersiz bulundu,Yeni teknoloji yatırımının sınırlı kaldığı yönünde eleştiriler yapılıyor. Uzmanlar daha büyük yatırımlar gerektiğini belirtiyor. Sektörde rekabet gücünün düşük olduğu ifade ediliyor. Tartışmalar sürüyor.,Yeni teknoloji yatırımı kamuoyuna duyuruldu. Yetkililer proje hakkında bilgi verdi. Sektöre katkı sağlaması bekleniyor. Süreç izleniyor.,0.05569663504069716,0.9443033649593029,0.10416666666666667,2
67,notr,Hurriyet,Teknoloji yatırımı açıklandı,Yeni teknoloji yatırımı kamuoyuna duyuruldu. Yetkililer proje hakkında bilgi verdi. Sektöre katkı sağlaması bekleniyor. Süreç izleniyor.,Yeni teknoloji yatırımı kamuoyuna duyuruldu. Yetkililer proje hakkında bilgi verdi. Sektöre katkı sağlaması bekleniyor. Süreç izleniyor.,1.0,0.0,0.08823529411764706,1
68,yandas,Sabah,Yeni enerji depolama sistemi kuruldu,Enerji depolama kapasitesini artıracak yeni sistem devreye alındı. Yetkililer sistemin enerji arz güvenliğini güçlendireceğini belirtti. Teknolojik altyapının geliştirildiği ifade edildi. Projenin yaygınlaştırılması planlanıyor.,Yeni enerji depolama sistemi devreye alındı. Yetkililer sistem hakkında bilgi verdi. Enerji kapasitesinin artması bekleniyor. Süreç izleniyor.,0.30139611814888606,0.698603881851114,0.125,2
